path,title,h1,word_count,template_family,canonical,meta_robots
/category/tools/,The Best Thing for Divorce…Sesame Street? (And How It Helps Kids),['Tools'],385,category,https://auritmediation.com/category/tools/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/checkout/,Checkout | The Aurit Center for Divorce Mediation,"[""Arizona's Leading Divorce Mediators""]",231,page,https://auritmediation.com/checkout/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/child-centered-divorce-nesting-explained/,Child-Centered Divorce: The Nesting Approach Explained,['Child-Centered Divorce: The Nesting Approach Explained'],3054,post,https://auritmediation.com/child-centered-divorce-nesting-explained/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/child-custody-mediation-checklist/,Custody Mediation Checklist: Get the Best Outcome in Mediation,['Custody Mediation Checklist: Get the Best Outcome in Mediation'],3000,post,https://auritmediation.com/child-custody-mediation-checklist/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/child-custody-mediation-success-arizona/,Child Custody Mediation Success Stories from Arizona Families,['Child Custody Mediation Success Stories from Arizona Families'],1927,post,https://auritmediation.com/child-custody-mediation-success-arizona/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/child-custody-mediation/,Child Custody Mediation in Arizona | The Aurit Center for Divorce Mediation,['Child Custody Mediation'],2386,page,https://auritmediation.com/child-custody-mediation/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/child-custody-mediation/arizona-child-custody-laws/,Arizona Child Custody Laws | The Aurit Center for Divorce Medication,['Arizona Child Custody Laws'],1171,page,https://auritmediation.com/child-custody-mediation/arizona-child-custody-laws/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/child-support-mediation/,Child Support Mediation in Arizona | The Aurit Center for Divorce Mediation,['Child Support Mediation in Arizona'],2374,page,https://auritmediation.com/child-support-mediation/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/child-support-mediation/calculator/,Arizona Child Support Calculator | Aurit Mediation,"['Arizona Child Support Calculator (Free, Instant Results)']",1459,unknown,https://auritmediation.com/child-support-mediation/calculator/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/child-support-mediation/modification/,Child Support Modification in Arizona | Aurit Mediation,['Child Support Modification Mediation in Arizona'],1613,page,https://auritmediation.com/child-support-mediation/modification/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/co-parenting-school-drop-off-tips/,3 Tips for School Pick-Ups and Drop-Offs After Divorce,['3 Tips for School Pick-Ups and Drop-Offs After Divorce'],1931,post,https://auritmediation.com/co-parenting-school-drop-off-tips/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/collaborative-divorce/,What is Collaborative Divorce & How it Works,['What is Collaborative Divorce & How it Works'],2330,post,https://auritmediation.com/collaborative-divorce/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/complex-asset-division-arizona-mediation/,Complex Asset Division Through Arizona Mediation,['Complex Asset Division Through Arizona Mediation'],1893,post,https://auritmediation.com/complex-asset-division-arizona-mediation/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/contact/,Contact Us | Divorce Mediation Experts,['Contact Us'],335,page,https://auritmediation.com/contact/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/couples-therapists-and-family-mediators/,"Couples Therapists and Family Mediators: Mutual Goals, Distinct Objectives, Shared Techniques","['Couples Therapists and Family Mediators: Mutual Goals, Distinct Objectives, Shared Techniques']",2927,post,https://auritmediation.com/couples-therapists-and-family-mediators/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/courageous-co-parenting-there-is-always-an-answer/,Courageous Co-Parenting: There is Always an Answer,['Courageous Co-Parenting: There is Always an Answer'],878,post,https://auritmediation.com/courageous-co-parenting-there-is-always-an-answer/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/court-ordered-mediation/,Court-Ordered Mediation in Arizona | The Aurit Center for Divorce Mediation,['Court-Ordered Mediation in Arizona'],1966,page,https://auritmediation.com/court-ordered-mediation/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/creating-child-friendly-parenting-plans-arizona-mediation/,Child-Friendly Parenting Plans in Arizona | The Aurit Center for Divorce Mediation,['Creating Child-Friendly Parenting Plans Through Arizona Mediation'],1826,post,https://auritmediation.com/creating-child-friendly-parenting-plans-arizona-mediation/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/custody-mediation/,Child Custody Mediation – A to Z Guide,['Child Custody Mediation – A to Z Guide'],2739,post,https://auritmediation.com/custody-mediation/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/dissolution-vs-divorce/,Dissolution vs. Divorce: What’s the Best Option for You?,['Dissolution vs. Divorce: What’s the Best Option for You?'],1635,post,https://auritmediation.com/dissolution-vs-divorce/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/divorce-for-stay-at-home-dads/,Peaceful Divorce Tips for Stay-at-Home Dads,['Peaceful Divorce Tips for Stay-at-Home Dads'],1831,post,https://auritmediation.com/divorce-for-stay-at-home-dads/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/divorce-in-az/,Your Guide for Divorce in Arizona,['Your Guide for Divorce in Arizona'],6262,post,https://auritmediation.com/divorce-in-az/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/divorce-is-already-filed-can-i-choose-mediation/,My Divorce Is Already Filed: Can I Still Choose Mediation?,['My Divorce Is Already Filed: Can I Still Choose Mediation?'],1920,post,https://auritmediation.com/divorce-is-already-filed-can-i-choose-mediation/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/divorce-mediation-agreements-legally-binding/,Are Mediated Divorce Agreements Legally Binding in Arizona?,['Are Mediated Divorce Agreements Legally Binding in Arizona?'],2006,post,https://auritmediation.com/divorce-mediation-agreements-legally-binding/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/divorce-mediation-checklist/,Ultimate Divorce Mediation Checklist (For A Peaceful Resolution),['Ultimate Divorce Mediation Checklist (For A Peaceful Resolution)'],2982,post,https://auritmediation.com/divorce-mediation-checklist/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/divorce-mediation-guide/,Divorce Mediation Guide | The Aurit Center for Divorce Mediation,['The Ultimate Guide to Divorce Mediation'],3347,page,https://auritmediation.com/divorce-mediation-guide/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/divorce-mediation-guide/arizona/,Arizona Guide to Divorce | Aurit Mediation,['Divorce Mediation in Arizona'],2373,guide,https://auritmediation.com/divorce-mediation-guide/arizona/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/divorce-mediation-vs-arbitration/,Divorce Mediation vs. Arbitration: The Best Option for Divorce,['Divorce Mediation vs. Arbitration: The Best Option for Divorce'],3103,post,https://auritmediation.com/divorce-mediation-vs-arbitration/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/divorce-mediation-vs-litigation/,Divorce Mediation vs Litigation: Which is Best for You?,['Divorce Mediation vs Litigation: Which is Best for You?'],2884,post,https://auritmediation.com/divorce-mediation-vs-litigation/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/divorce-mediation-without-kids/,50 years of Research: Why Mediation is the Smart Choice,['50 years of Research: Why Mediation is the Smart Choice'],1871,post,https://auritmediation.com/divorce-mediation-without-kids/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/divorce-mediation/,Divorce Mediation in Arizona | The Aurit Center for Divorce Mediation,['Arizona Divorce Mediation'],2082,page,https://auritmediation.com/divorce-mediation/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/divorce-mediation/contested-divorce-mediation/,Contested Divorce Mediation in Arizona | Aurit Mediation,['Contested Divorce Mediation in Arizona'],1607,page,https://auritmediation.com/divorce-mediation/contested-divorce-mediation/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/divorce-mediation/how-long-divorce-takes/,How Long Does Divorce Take in Arizona? | The Aurit Center for Divorce Mediation,['How Long Does an Arizona Divorce Take?'],1391,page,https://auritmediation.com/divorce-mediation/how-long-divorce-takes/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/divorce-mediation/legal-separation-mediation/,Legal Separation Mediation in Arizona | Aurit Mediation,['Legal Separation Mediation in Arizona'],1466,unknown,,"nofollow, noindex"
/divorce-mediation/uncontested-divorce-mediation/,Uncontested Divorce Mediation in Arizona | Aurit Mediation,['Uncontested Divorce Mediation in Arizona'],1351,page,https://auritmediation.com/divorce-mediation/uncontested-divorce-mediation/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/divorce-mediator/,"Divorce mediators vs. attorneys: Differences, benefits, and more","['Divorce mediators vs. attorneys: Differences, benefits, and more']",3416,post,https://auritmediation.com/divorce-mediator/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/divorcing-parents-4-ways-you-can-be-super-heroes-to-your-children/,Helping Children Cope With Divorce | The Aurit Center for Divorce Mediation,['Divorcing Parents: 4 Ways You Can Be Superheroes To Your Children'],2296,post,https://auritmediation.com/divorcing-parents-4-ways-you-can-be-super-heroes-to-your-children/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/does-it-matter-who-files-first-for-divorce-in-arizona/,Does It Matter Who Files First for Divorce in Arizona?,['Does It Matter Who Files First for Divorce in Arizona?'],1395,post,https://auritmediation.com/does-it-matter-who-files-first-for-divorce-in-arizona/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/domestic-violence-and-divorce-mediation/,When Domestic Violence Affects Arizona Divorce Mediation,['When Domestic Violence Affects Arizona Divorce Mediation'],1950,post,https://auritmediation.com/domestic-violence-and-divorce-mediation/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/finance-and-budgeting-tips-for-divorcees-a-guide-to-navigating-finances-as-a-single-parent/,Finance and Budgeting Tips for Divorcees: A Guide to Navigating Finances as a Single Parent,['Finance and Budgeting Tips for Divorcees: A Guide to Navigating Finances as a Single Parent'],1850,post,https://auritmediation.com/finance-and-budgeting-tips-for-divorcees-a-guide-to-navigating-finances-as-a-single-parent/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/flat-fee-arizona-divorce-mediation-cost-2025/,Flat-Fee vs. Hourly Divorce Mediation Cost in Arizona: Which is Better?,['Flat-Fee vs. Hourly Divorce Mediation Cost in Arizona: Which is Better?'],2201,post,https://auritmediation.com/flat-fee-arizona-divorce-mediation-cost-2025/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/free-consultation/,Schedule Free Consultation | Arizona's Top Mediators,['Schedule Your Free Divorce Mediation Consultation'],362,page,https://auritmediation.com/free-consultation/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/frequently-asked-questions/,Frequently Asked Questions | %sitename%,['What can we help you with?'],883,page,https://auritmediation.com/frequently-asked-questions/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/gray-divorce/,What is Gray Divorce & Why it’s on the Rise,['What is Gray Divorce & Why it’s on the Rise'],1868,post,https://auritmediation.com/gray-divorce/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/great-kids-books-to-explain-divorce/,Great Divorce Books for Kids,['Great Divorce Books for Kids'],2047,post,https://auritmediation.com/great-kids-books-to-explain-divorce/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/guardianship-mediation/,Guardianship Mediation in Arizona | Aurit Mediation,['Guardianship Mediation in Arizona'],1332,page,https://auritmediation.com/guardianship-mediation/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/guide-creative-christmas-plans-divorced-parents/,A Guide To Creative Christmas Plans For Divorced Parents,['A Guide To Creative Christmas Plans For Divorced Parents'],2767,post,https://auritmediation.com/guide-creative-christmas-plans-divorced-parents/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/halloween-solutions-divorced-parents/,Halloween Co-Parenting Tips | Aurit Mediation,['Halloween Solutions for Divorced Parents: The Best Treat for Your Children'],1587,post,https://auritmediation.com/halloween-solutions-divorced-parents/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/high-conflict-divorce-mediation-arizona/,Mediation Strategies for High-Conflict Arizona Divorces,['Mediation Strategies for High-Conflict Arizona Divorces'],1994,post,https://auritmediation.com/high-conflict-divorce-mediation-arizona/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/how-divorce-affects-kids/,How Divorce Affects Kids | The Aurit Center for Divorce Mediation,['How Divorce Affects Kids'],3210,post,https://auritmediation.com/how-divorce-affects-kids/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/how-mediation-works/,How Divorce Mediation Works | The Aurit Center for Divorce Mediation,['How Divorce Mediation Works'],1773,page,https://auritmediation.com/how-mediation-works/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/how-to-break-the-cycle-of-arguing/,How to Break the Cycle of Arguing with your Spouse,['How to Break the Cycle of Arguing with your Spouse'],1803,post,https://auritmediation.com/how-to-break-the-cycle-of-arguing/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/how-to-file-for-divorce-in-arizona/,How to File for Divorce in Arizona | The Aurit Center for Divorce Mediation,['Navigating Change: How to File for Divorce in Arizona'],5725,post,https://auritmediation.com/how-to-file-for-divorce-in-arizona/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/how-to-modify-child-support-in-az-through-mediation/,How to Modify Child Support in AZ through Mediation,['How to Modify Child Support in AZ through Mediation'],886,post,https://auritmediation.com/how-to-modify-child-support-in-az-through-mediation/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/how-to-prepare-for-divorce-mediation/,Preparing for Divorce Mediation: Divorce without the Courts,['Preparing for divorce mediation: a guide to a smooth process'],3888,post,https://auritmediation.com/how-to-prepare-for-divorce-mediation/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/how-to-stay-calm-when-emotions-run-high/,How to Stay Calm: Tips on How to Stay Clam When Emotions Run High,['How to Stay Calm When Emotions Run High: A Guide for Spouses'],1387,post,https://auritmediation.com/how-to-stay-calm-when-emotions-run-high/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/how-to-talk-about-core-differences/,How to Talk About Core Differences with Your Spouse,['How to Talk with Your Spouse About Core Differences'],1842,post,https://auritmediation.com/how-to-talk-about-core-differences/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/how-to-talk-about-couples-counseling/,How to Talk with Your Spouse About Counseling: A Guide for a Better Tomorrow,['How to Talk with Your Spouse About Counseling: A Guide for a Better Tomorrow'],3116,post,https://auritmediation.com/how-to-talk-about-couples-counseling/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/how-to-talk-to-spouse-about-drinking/,A Heart-to-Heart: How to Talk with Your Spouse About Their Drinking,['A Heart-to-Heart: How to Talk with Your Spouse About Their Drinking'],2459,post,https://auritmediation.com/how-to-talk-to-spouse-about-drinking/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/how-to-talk-to-your-spouse-about-divorce/,Divorce: How to Talk to Your Spouse About It | %sitename%,['How to Talk with Your Spouse About Divorce'],2045,post,https://auritmediation.com/how-to-talk-to-your-spouse-about-divorce/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/how-to-talk-with-your-spouse-about-money/,How to Talk with Your Spouse About Money,['How to Talk with Your Spouse About Money'],1281,post,https://auritmediation.com/how-to-talk-with-your-spouse-about-money/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/how-to-tell-your-kids-about-divorce/,How to Tell Your Kids About Divorce: A Comprehensive Guide for Parents,['How to Tell Your Kids About Divorce: A Comprehensive Guide for Parents'],4179,post,https://auritmediation.com/how-to-tell-your-kids-about-divorce/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/inside-the-mediation-room-with-bill-eddy/,Inside the Mediation Room with Michael and Karen Aurit – Guest Bill Eddy,['Inside the Mediation Room with Michael and Karen Aurit – Guest Bill Eddy'],422,post,https://auritmediation.com/inside-the-mediation-room-with-bill-eddy/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/inside-the-mediation-room-with-guest-don-saposnek/,Inside the Mediation Room with Michael and Karen Aurit – Guest Don Saposnek,['Inside the Mediation Room with Michael and Karen Aurit – Guest Don Saposnek'],423,post,https://auritmediation.com/inside-the-mediation-room-with-guest-don-saposnek/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/introducing-a-new-partner-to-your-co-parent/,Introducing a New Partner to Your Co-Parent Before Your Kids,['Introducing a New Partner to Your Co-Parent Before Your Kids'],1601,post,https://auritmediation.com/introducing-a-new-partner-to-your-co-parent/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/locations/,Aurit Divorce Mediation Locations in Arizona | Arizona Divorce Mediation Lawyers,['Find Our Arizona Locations'],234,page,https://auritmediation.com/locations/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/locations/arizona/,Arizona Divorce Mediation Locations - Aurit Center - Aurit Center,['Arizona Divorce Mediators'],1631,location-state,https://auritmediation.com/locations/arizona/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/locations/arizona/anthem/,"Anthem, AZ - Divorce Mediators | Arizona's Divorce Experts","['Anthem, Arizona Divorce Mediators']",3401,city,https://auritmediation.com/locations/arizona/anthem/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/locations/arizona/apache-junction/,"Apache Junction, AZ - Divorce Mediators | Arizona's Divorce Experts","['Apache Junction, Arizona Divorce Mediators']",3385,city,https://auritmediation.com/locations/arizona/apache-junction/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
